GB	GBold
GB45314	GB13697
GB45315	GB17776
GB45316	GB10554
GB45317	NULL
GB45318	GB16974
GB45319	NULL
GB45320	NULL
GB45321	NULL
GB45323	NULL
GB45324	GB14341
GB45325	NULL
GB45327	NULL
GB45329	NULL
GB45332	NULL
GB45334	GB11643
GB45335	GB17633
GB45336	NULL
GB45337	GB19292
GB45338	NULL
GB45339	NULL
GB45340	GB13219
GB45341	GB16033
GB45342	GB19308
GB45343	GB19185
GB45344	GB15231
GB45345	GB20156
GB45346	NULL
GB45348	NULL
GB45349	GB11803
GB45350	GB18356
GB45351	GB13461
GB45352	GB17683
GB45353	NULL
GB45354	GB12698
GB45355	NULL
GB45356	NULL
GB45357	GB10572
GB45358	GB19661
GB45359	NULL
GB45360	GB17150
GB45361	GB10288
GB45362	NULL
GB45363	NULL
GB45364	NULL
GB45365	GB19129
GB45366	NULL
GB45367	GB14794
GB45368	GB14863
GB45369	GB11076
GB45370	GB17825
GB45371	NULL
GB45372	GB11608
GB45373	GB10810
GB45374	GB18191
GB45375	GB14771
GB45376	GB11128
GB45377	GB10139
GB45378	GB13833
GB45379	NULL
GB45380	GB16636
GB45381	GB19602
GB45382	GB17359
GB45383	NULL
GB45384	NULL
GB45386	NULL
GB45387	NULL
GB45388	NULL
GB45389	GB10296
GB45390	NULL
GB45391	GB12396
GB45392	GB13517
GB45393	GB14201
GB45394	GB13082
GB45395	GB13714
GB45396	NULL
GB45397	NULL
GB45398	NULL
GB45399	GB14026
GB45400	GB10774
GB45401	NULL
GB45402	NULL
GB45403	NULL
GB45404	NULL
GB45405	NULL
GB45406	GB18320
GB45408	GB13605
GB45410	NULL
GB45411	GB10533
GB45413	GB10533
GB45414	GB11634
GB45415	NULL
GB45416	NULL
GB45417	GB11563
GB45418	GB15726
GB45419	GB14192
GB45420	GB19976
GB45421	GB19158
GB45422	NULL
GB45423	GB10430
GB45424	GB19396
GB45425	GB19396
GB45426	NULL
GB45427	NULL
GB45429	NULL
GB45430	NULL
GB45431	GB15447
GB45432	NULL
GB45433	GB16276
GB45434	GB16751
GB45435	GB12356
GB45436	GB18196
GB45437	GB18094
GB45438	NULL
GB45439	NULL
GB45440	NULL
GB45441	GB15893
GB45442	NULL
GB45443	GB11887
GB45444	GB10163
GB45445	GB19117
GB45446	GB11959
GB45447	NULL
GB45448	NULL
GB45449	GB10797
GB45450	NULL
GB45451	NULL
GB45452	GB16945
GB45453	GB12579
GB45454	GB12579
GB45455	NULL
GB45456	GB12579
GB45457	GB14279
GB45458	GB15000
GB45459	GB11689
GB45460	NULL
GB45462	NULL
GB45463	GB12810
GB45464	NULL
GB45466	NULL
GB45467	NULL
GB45468	NULL
GB45469	NULL
GB45471	NULL
GB45472	GB10322
GB45473	NULL
GB45474	GB10322
GB45476	GB10474
GB45477	GB11526
GB45478	GB18656
GB45479	GB19598
GB45481	NULL
GB45482	NULL
GB45485	NULL
GB45486	GB14308
GB45487	GB12957
GB45488	NULL
GB45490	GB16393
GB45491	GB15824
GB45492	GB16935
GB45493	GB16935
GB45494	NULL
GB45495	GB14494
GB45496	GB12057
GB45497	GB13771
GB45498	GB16530
GB45499	GB15759
GB45500	GB16866
GB45501	GB11566
GB45502	NULL
GB45503	GB18159
GB45504	GB12224
GB45505	GB16802
GB45506	GB16802
GB45507	GB19210
GB45508	GB19568
GB45509	GB14164
GB45510	NULL
GB45511	GB13356
GB45512	GB19420
GB45513	NULL
GB45514	GB15458
GB45515	GB15458
GB45516	GB16853
GB45517	GB16853
GB45518	GB11468
GB45519	NULL
GB45521	NULL
GB45523	NULL
GB45524	NULL
GB45525	NULL
GB45526	GB11906
GB45527	GB17827
GB45528	GB10999
GB45529	GB14308
GB45530	GB11206
GB45532	NULL
GB45534	NULL
GB45535	GB14730
GB45536	GB10833
GB45537	GB10833
GB45538	NULL
GB45539	NULL
GB45540	NULL
GB45541	GB12078
GB45542	GB12078
GB45543	NULL
GB45544	GB14889
GB45545	GB10916
GB45546	GB10068
GB45547	GB12009
GB45548	GB10798
GB45549	NULL
GB45550	NULL
GB45551	GB11172
GB45552	GB11172
GB45553	GB18528
GB45554	GB17603
GB45555	GB16726
GB45557	GB20008
GB45558	GB11373
GB45559	GB14021
GB45560	GB12350
GB45561	GB12596
GB45562	GB13529
GB45563	NULL
GB45564	NULL
GB45565	GB16021
GB45566	NULL
GB45567	GB13337
GB45568	GB18037
GB45569	NULL
GB45572	NULL
GB45573	NULL
GB45579	NULL
GB45581	NULL
GB45582	NULL
GB45583	GB14565
GB45584	NULL
GB45586	NULL
GB45592	NULL
GB45593	GB11445
GB45594	NULL
GB45595	NULL
GB45596	GB19070
GB45597	GB18319
GB45599	NULL
GB45602	GB15357
GB45603	GB13005
GB45607	NULL
GB45608	NULL
GB45609	GB15768
GB45610	GB11051
GB45611	NULL
GB45612	NULL
GB45613	GB18786
GB45614	NULL
GB45615	GB19783
GB45616	NULL
GB45617	GB18669
GB45618	GB13756
GB45619	NULL
GB45621	NULL
GB45622	NULL
GB45623	GB17424
GB45624	GB11200
GB45625	NULL
GB45626	NULL
GB45627	NULL
GB45628	GB10393
GB45629	GB18086
GB45630	NULL
GB45632	GB14146
GB45633	GB13487
GB45634	GB15895
GB45635	GB10054
GB45636	GB11895
GB45637	NULL
GB45638	GB10396
GB45639	GB14062
GB45640	GB19583
GB45641	NULL
GB45642	NULL
GB45644	NULL
GB45645	GB11229
GB45646	GB16529
GB45648	NULL
GB45649	GB18325
GB45650	NULL
GB45651	GB13998
GB45652	NULL
GB45653	GB16438
GB45654	GB18219
GB45655	GB11411
GB45656	GB18579
GB45657	GB20112
GB45658	NULL
GB45659	NULL
GB45660	GB15814
GB45661	GB15814
GB45662	GB18273
GB45663	NULL
GB45664	GB18135
GB45665	GB19533
GB45666	GB13661
GB45667	GB14443
GB45668	NULL
GB45669	NULL
GB45670	GB19973
GB45671	NULL
GB45673	GB10294
GB45674	GB10618
GB45675	NULL
GB45676	NULL
GB45677	NULL
GB45678	GB12291
GB45679	NULL
GB45680	GB18837
GB45681	NULL
GB45682	NULL
GB45683	GB15856
GB45684	NULL
GB45685	NULL
GB45686	GB19508
GB45687	NULL
GB45688	GB11023
GB45689	GB19160
GB45690	GB15524
GB45691	NULL
GB45692	NULL
GB45693	GB10672
GB45694	GB18043
GB45695	NULL
GB45696	GB15869
GB45697	NULL
GB45698	GB13843
GB45699	GB20001
GB45700	GB14247
GB45701	GB16147
GB45702	GB17244
GB45703	GB17066
GB45704	NULL
GB45705	NULL
GB45706	NULL
GB45707	NULL
GB45708	NULL
GB45709	GB15346
GB45710	GB15346
GB45711	NULL
GB45712	GB19658
GB45713	GB11241
GB45714	GB11241
GB45715	GB16867
GB45716	GB18408
GB45717	GB15578
GB45718	NULL
GB45719	GB12752
GB45720	GB10411
GB45721	NULL
GB45722	NULL
GB45723	NULL
GB45724	GB18282
GB45725	NULL
GB45726	GB18325
GB45727	GB14869
GB45728	NULL
GB45730	GB11132
GB45731	GB10284
GB45732	GB11065
GB45733	GB19211
GB45734	NULL
GB45735	GB17549
GB45736	GB17549
GB45737	GB19722
GB45738	GB18534
GB45739	GB10100
GB45740	GB10857
GB45741	NULL
GB45742	GB17424
GB45743	GB13078
GB45744	NULL
GB45746	GB14913
GB45748	NULL
GB45749	GB10550
GB45750	NULL
GB45751	NULL
GB45752	GB19498
GB45753	NULL
GB45754	NULL
GB45755	GB17601
GB45756	NULL
GB45757	NULL
GB45758	GB12797
GB45759	GB12726
GB45760	NULL
GB45761	GB10800
GB45762	GB11080
GB45763	GB13279
GB45764	GB19374
GB45765	NULL
GB45766	NULL
GB45767	NULL
GB45768	NULL
GB45769	NULL
GB45770	NULL
GB45771	NULL
GB45772	NULL
GB45773	NULL
GB45774	GB15987
GB45775	GB14821
GB45776	NULL
GB45777	GB13647
GB45778	NULL
GB45782	GB10293
GB45783	NULL
GB45784	NULL
GB45785	GB14021
GB45786	NULL
GB45787	NULL
GB45788	GB14021
GB45791	NULL
GB45793	NULL
GB45794	NULL
GB45795	GB16741
GB45796	NULL
GB45797	GB16634
GB45806	GB16858
GB45807	NULL
GB45808	NULL
GB45809	GB10040
GB45810	GB12000
GB45811	GB15589
GB45812	GB12436
GB45813	GB12436
GB45814	GB10013
GB45815	GB17406
GB45816	NULL
GB45817	NULL
GB45818	NULL
GB45819	GB19749
GB45820	GB17609
GB45821	GB17829
GB45822	GB14055
GB45823	GB18354
GB45824	GB10941
GB45825	GB16950
GB45826	GB13506
GB45827	GB15229
GB45828	GB11751
GB45829	GB12390
GB45830	GB10037
GB45831	GB17089
GB45832	NULL
GB45833	GB10779
GB45834	NULL
GB45836	GB11395
GB45837	GB11533
GB45838	GB13297
GB45839	NULL
GB45840	NULL
GB45841	GB17486
GB45842	GB17486
GB45843	GB12531
GB45844	GB12531
GB45845	NULL
GB45846	NULL
GB45847	NULL
GB45848	NULL
GB45849	GB11326
GB45850	GB11326
GB45851	GB15638
GB45852	GB15407
GB45853	GB15407
GB45854	GB11464
GB45855	GB17481
GB45856	GB17313
GB45857	NULL
GB45858	GB16136
GB45859	GB17025
GB45860	GB17493
GB45861	NULL
GB45862	NULL
GB45863	GB17277
GB45864	GB13344
GB45865	NULL
GB45866	GB11162
GB45867	GB12074
GB45868	GB17249
GB45869	GB15488
GB45870	GB15488
GB45871	GB19822
GB45872	NULL
GB45873	GB18645
GB45874	GB18913
GB45875	GB18913
GB45876	GB12271
GB45877	GB11611
GB45878	GB13675
GB45879	GB10170
GB45880	GB10170
GB45881	NULL
GB45882	GB11902
GB45883	NULL
GB45884	GB13643
GB45885	GB10185
GB45886	GB15475
GB45887	NULL
GB45892	NULL
GB45896	NULL
GB45897	NULL
GB45898	NULL
GB45899	NULL
GB45901	NULL
GB45902	GB15519
GB45903	NULL
GB45904	GB15519
GB45905	GB16497
GB45906	GB18662
GB45907	GB19056
GB45908	NULL
GB45909	GB10397
GB45910	GB14435
GB45911	GB11383
GB45912	NULL
GB45913	GB14621
GB45918	NULL
GB45919	NULL
GB45921	NULL
GB45923	GB17351
GB45924	NULL
GB45925	GB18833
GB45926	GB12912
GB45927	NULL
GB45928	GB13051
GB45929	GB13051
GB45931	GB16535
GB45932	GB16535
GB45933	NULL
GB45934	GB11935
GB45935	GB12693
GB45937	GB13308
GB45938	GB14019
GB45939	NULL
GB45940	NULL
GB45941	NULL
GB45942	NULL
GB45943	GB14564
GB45944	GB16230
GB45945	NULL
GB45946	GB17706
GB45947	GB12721
GB45948	NULL
GB45949	NULL
GB45950	GB13179
GB45951	GB17489
GB45952	GB17231
GB45953	NULL
GB45954	NULL
GB45955	GB17852
GB45956	GB16129
GB45957	GB17642
GB45958	GB16082
GB45960	GB12124
GB45961	GB12124
GB45962	NULL
GB45964	NULL
GB45965	NULL
GB45966	NULL
GB45967	NULL
GB45968	GB13353
GB45969	GB15166
GB45970	GB12853
GB45971	GB12853
GB45972	GB12853
GB45973	GB13656
GB45974	NULL
GB45975	GB15651
GB45976	GB17464
GB45977	NULL
GB45978	GB19601
GB45979	NULL
GB45981	NULL
GB45982	GB12912
GB45983	NULL
GB45984	NULL
GB45985	GB14978
GB45986	GB11743
GB45987	NULL
GB45988	GB11316
GB45990	NULL
GB45991	NULL
GB45992	NULL
GB45995	NULL
GB45996	NULL
GB45997	NULL
GB45998	NULL
GB45999	NULL
GB46000	GB18968
GB46001	GB18725
GB46002	NULL
GB46004	NULL
GB46005	GB15025
GB46006	GB15025
GB46007	GB14818
GB46008	GB10039
GB46009	NULL
GB46010	NULL
GB46011	GB14598
GB46012	GB13128
GB46013	GB14454
GB46014	GB14570
GB46015	GB11406
GB46016	NULL
GB46017	GB16779
GB46018	GB16110
GB46019	GB16110
GB46020	NULL
GB46022	GB16212
GB46023	NULL
GB46024	GB18211
GB46025	GB15413
GB46026	GB13743
GB46027	NULL
GB46028	GB15902
GB46029	NULL
GB46030	GB18933
GB46031	GB19405
GB46032	NULL
GB46034	GB10021
GB46035	GB15827
GB46036	GB19927
GB46037	NULL
GB46038	GB11136
GB46039	GB19857
GB46040	GB10596
GB46041	GB10596
GB46042	GB13735
GB46043	GB10586
GB46044	GB12367
GB46045	GB12367
GB46046	GB12367
GB46047	NULL
GB46048	GB14805
GB46050	GB19892
GB46051	NULL
GB46052	NULL
GB46053	GB18210
GB46054	GB18210
GB46055	NULL
GB46056	NULL
GB46057	GB18468
GB46058	GB16110
GB46059	GB16441
GB46060	NULL
GB46061	GB16482
GB46062	GB17396
GB46064	NULL
GB46065	NULL
GB46066	GB14059
GB46067	GB19637
GB46068	GB10136
GB46069	GB15408
GB46070	GB14101
GB46071	GB18001
GB46073	GB11963
GB46074	NULL
GB46076	GB17215
GB46077	GB15060
GB46078	NULL
GB46079	NULL
GB46080	NULL
GB46081	NULL
GB46082	NULL
GB46083	NULL
GB46084	NULL
GB46086	NULL
GB46087	GB13753
GB46088	NULL
GB46089	NULL
GB46090	GB16014
GB46091	GB16014
GB46095	GB12859
GB46096	NULL
GB46100	NULL
GB46101	NULL
GB46102	GB12144
GB46103	NULL
GB46105	NULL
GB46106	NULL
GB46112	GB16926
GB46113	GB19827
GB46114	GB19462
GB46115	GB18617
GB46116	NULL
GB46117	GB12557
GB46118	GB12557
GB46119	GB18900
GB46120	GB10467
GB46121	GB14360
GB46122	NULL
GB46123	GB19949
GB46124	GB12930
GB46125	GB19001
GB46126	NULL
GB46127	NULL
GB46128	GB19001
GB46129	GB19001
GB46130	NULL
GB46131	NULL
GB46132	GB17007
GB46133	NULL
GB46134	NULL
GB46139	GB19001
GB46140	GB14525
GB46141	GB11437
GB46142	GB11425
GB46143	GB11123
GB46144	GB13225
GB46145	GB19020
GB46146	GB15097
GB46147	GB19773
GB46148	GB12482
GB46149	NULL
GB46150	GB12363
GB46151	GB12363
GB46152	GB12551
GB46153	GB12551
GB46155	NULL
GB46156	NULL
GB46157	GB13466
GB46159	NULL
GB46160	NULL
GB46164	GB19884
GB46165	GB19884
GB46166	NULL
GB46167	GB13339
GB46168	GB16539
GB46169	GB16539
GB46170	NULL
GB46171	GB18747
GB46172	GB18747
GB46173	GB18747
GB46174	NULL
GB46175	NULL
GB46177	GB17905
GB46178	GB14523
GB46179	NULL
GB46180	GB16499
GB46181	GB16499
GB46182	NULL
GB46183	GB12351
GB46184	GB12351
GB46185	GB12351
GB46186	GB19732
GB46187	GB12687
GB46188	GB20110
GB46189	NULL
GB46190	GB15343
GB46191	NULL
GB46192	NULL
GB46193	NULL
GB46194	NULL
GB46196	GB13554
GB46198	NULL
GB46199	NULL
GB46200	NULL
GB46201	GB13350
GB46202	NULL
GB46203	GB18944
GB46204	GB19527
GB46205	GB13554
GB46206	NULL
GB46208	GB17428
GB46209	GB17428
GB46210	NULL
GB46211	GB19879
GB46212	NULL
GB46213	GB13630
GB46214	GB15052
GB46215	GB10740
GB46216	GB14370
GB46217	GB16072
GB46218	GB19584
GB46219	GB14816
GB46220	GB13165
GB46221	GB14714
GB46222	GB18363
GB46223	NULL
GB46224	NULL
GB46225	GB16826
GB46226	GB11092
GB46227	NULL
GB46228	GB30494
GB46229	GB30494
GB46230	GB15460
GB46231	GB18691
GB46232	NULL
GB46235	GB10880
GB46240	GB15249
GB46241	GB18303
GB46242	GB19467
GB46243	GB11100
GB46244	GB14117
GB46245	GB14117
GB46246	NULL
GB46247	NULL
GB46248	GB17209
GB46249	GB13622
GB46250	GB14489
GB46251	GB14588
GB46252	GB14588
GB46253	NULL
GB46254	GB11699
GB46255	GB12341
GB46256	NULL
GB46257	GB11379
GB46258	NULL
GB46259	GB13038
GB46260	GB14817
GB46261	NULL
GB46262	GB14817
GB46263	GB10382
GB46264	NULL
GB46265	GB13622
GB46266	GB15096
GB46267	GB18594
GB46268	GB14907
GB46269	NULL
GB46270	GB15035
GB46271	GB13227
GB46272	NULL
GB46273	GB10877
GB46274	NULL
GB46275	GB13724
GB46276	NULL
GB46277	GB12857
GB46280	NULL
GB46281	NULL
GB46282	GB17039
GB46283	GB17039
GB46284	GB17039
GB46285	NULL
GB46286	GB15611
GB46287	NULL
GB46288	NULL
GB46289	GB15411
GB46290	GB10851
GB46291	GB13599
GB46294	GB19216
GB46296	GB12882
GB46297	GB30336
GB46298	GB16211
GB46299	GB16416
GB46300	GB18205
GB46301	GB19621
GB46302	GB19621
GB46303	NULL
GB46304	GB11473
GB46305	GB12760
GB46306	GB10938
GB46307	GB11925
GB46308	GB11925
GB46309	GB11925
GB46310	GB16381
GB46311	NULL
GB46312	GB18929
GB46313	NULL
GB46314	GB19243
GB46315	NULL
GB46316	NULL
GB46320	NULL
GB46321	GB12613
GB46322	GB19888
GB46324	NULL
GB46325	GB16822
GB46326	NULL
GB46327	NULL
GB46328	NULL
GB46329	NULL
GB46330	GB11946
GB46332	GB17361
GB46333	GB18554
GB46334	GB19148
GB46335	NULL
GB46336	NULL
GB46337	GB18147
GB46338	GB16002
GB46339	GB16563
GB46340	NULL
GB46342	GB19179
GB46344	GB15694
GB46345	GB14220
GB46346	NULL
GB46348	NULL
GB46350	NULL
GB46351	NULL
GB46352	NULL
GB46353	NULL
GB46356	NULL
GB46358	NULL
GB46360	GB14520
GB46361	GB14520
GB46362	GB15318
GB46363	GB11685
GB46364	NULL
GB46365	GB15410
GB46366	GB18737
GB46367	GB18899
GB46368	NULL
GB46369	GB12510
GB46370	NULL
GB46371	GB14772
GB46372	NULL
GB46373	GB19914
GB46374	NULL
GB46375	GB18381
GB46376	GB13519
GB46377	GB13707
GB46378	GB11826
GB46380	GB14520
GB46381	NULL
GB46383	NULL
GB46385	NULL
GB46386	NULL
GB46387	NULL
GB46388	GB13553
GB46389	NULL
GB46390	NULL
GB46391	NULL
GB46394	NULL
GB46395	GB10531
GB46396	GB10531
GB46397	NULL
GB46398	NULL
GB46399	NULL
GB46402	NULL
GB46403	NULL
GB46404	GB16255
GB46405	NULL
GB46406	NULL
GB46408	GB13322
GB46409	NULL
GB46410	NULL
GB46411	NULL
GB46412	NULL
GB46413	NULL
GB46414	NULL
GB46415	NULL
GB46416	NULL
GB46417	NULL
GB46418	NULL
GB46419	GB18548
GB46420	GB13416
GB46421	NULL
GB46422	GB11843
GB46423	GB10043
GB46425	GB17919
GB46426	NULL
GB46427	GB14787
GB46428	GB19941
GB46429	GB19941
GB46430	GB13338
GB46431	GB12475
GB46432	NULL
GB46433	NULL
GB46434	NULL
GB46435	GB15750
GB46436	GB15750
GB46437	GB10442
GB46438	NULL
GB46439	NULL
GB46440	GB15326
GB46441	NULL
GB46442	GB11476
GB46443	GB11476
GB46444	GB20058
GB46446	NULL
GB46447	GB16315
GB46448	GB15921
GB46449	GB12926
GB46450	GB15379
GB46452	GB12839
GB46453	GB18374
GB46455	NULL
GB46456	NULL
GB46457	GB11101
GB46458	NULL
GB46459	GB19133
GB46460	NULL
GB46461	NULL
GB46462	GB17544
GB46464	GB10745
GB46465	GB10045
GB46466	GB15266
GB46467	GB12133
GB46468	GB12330
GB46469	GB12330
GB46470	NULL
GB46471	NULL
GB46472	GB15791
GB46474	NULL
GB46475	GB16991
GB46476	GB13947
GB46477	NULL
GB46478	GB18324
GB46479	GB10259
GB46480	NULL
GB46481	GB10675
GB46482	NULL
GB46483	NULL
GB46484	NULL
GB46485	GB16025
GB46486	GB16025
GB46487	GB16025
GB46488	GB14307
GB46489	GB14307
GB46490	GB14307
GB46492	NULL
GB46493	GB14815
GB46494	GB11674
GB46495	GB11600
GB46496	GB10713
GB46498	NULL
GB46500	GB13260
GB46501	GB17720
GB46502	GB10492
GB46503	GB15729
GB46504	NULL
GB46505	NULL
GB46506	NULL
GB46507	GB12302
GB46508	NULL
GB46509	GB10532
GB46510	GB12373
GB46511	GB15091
GB46512	GB16186
GB46513	GB10180
GB46514	NULL
GB46515	GB14478
GB46516	NULL
GB46517	NULL
GB46518	NULL
GB46519	NULL
GB46520	GB14744
GB46521	GB18553
GB46523	NULL
GB46524	NULL
GB46525	NULL
GB46526	GB12602
GB46527	NULL
GB46528	NULL
GB46529	NULL
GB46530	NULL
GB46531	NULL
GB46532	GB11618
GB46533	GB15772
GB46534	GB16124
GB46535	NULL
GB46536	GB13575
GB46537	GB14548
GB46538	NULL
GB46539	GB13170
GB46540	GB16550
GB46541	GB11335
GB46542	GB10918
GB46543	GB10918
GB46544	GB19341
GB46545	GB19421
GB46546	NULL
GB46547	GB19421
GB46548	NULL
GB46554	NULL
GB46557	NULL
GB46558	NULL
GB46559	NULL
GB46560	NULL
GB46561	NULL
GB46562	GB19487
GB46563	NULL
GB46564	GB10337
GB46565	GB10695
GB46567	GB13540
GB46568	NULL
GB46569	GB12215
GB46570	NULL
GB46574	NULL
GB46576	NULL
GB46577	GB15779
GB46579	GB15779
GB46580	NULL
GB46581	GB10381
GB46582	GB10381
GB46583	GB11927
GB46584	NULL
GB46585	NULL
GB46586	GB14759
GB46587	NULL
GB46588	NULL
GB46589	GB18746
GB46590	GB15013
GB46591	GB13676
GB46592	NULL
GB46593	NULL
GB46594	GB15232
GB46595	GB12011
GB46596	NULL
GB46597	GB16557
GB46598	GB12450
GB46599	GB12148
GB46601	GB16432
GB46602	NULL
GB46603	GB19010
GB46604	NULL
GB46605	GB14437
GB46606	GB18020
GB46609	GB15743
GB46610	GB15743
GB46611	GB15743
GB46612	GB15743
GB46613	GB15773
GB46614	GB11452
GB46615	NULL
GB46616	GB18347
GB46617	GB17041
GB46618	GB10534
GB46619	GB14966
GB46620	GB12900
GB46621	GB18016
GB46622	GB10393
GB46623	NULL
GB46624	GB18049
GB46625	GB18049
GB46626	GB18049
GB46627	GB17414
GB46628	GB16345
GB46629	NULL
GB46630	NULL
GB46631	NULL
GB46632	NULL
GB46633	NULL
GB46634	NULL
GB46635	GB13059
GB46636	GB10957
GB46637	NULL
GB46638	GB17941
GB46639	NULL
GB46640	NULL
GB46641	GB10378
GB46642	GB16415
GB46643	GB16415
GB46644	GB16415
GB46645	GB13478
GB46646	GB10636
GB46647	GB10636
GB46648	NULL
GB46650	NULL
GB46651	NULL
GB46652	GB12089
GB46653	NULL
GB46654	GB11666
GB46655	GB12876
GB46656	GB12876
GB46657	NULL
GB46661	GB17034
GB46662	GB18957
GB46663	GB18957
GB46665	NULL
GB46666	NULL
GB46667	NULL
GB46668	NULL
GB46669	NULL
GB46670	NULL
GB46671	NULL
GB46672	GB11757
GB46673	GB16173
GB46674	NULL
GB46675	NULL
GB46676	NULL
GB46677	GB14415
GB46678	GB15760
GB46679	NULL
GB46680	GB12862
GB46681	GB15954
GB46682	NULL
GB46683	GB11874
GB46684	GB11874
GB46685	NULL
GB46686	GB14224
GB46687	GB15429
GB46688	GB16078
GB46689	NULL
GB46690	NULL
GB46691	GB18935
GB46692	NULL
GB46693	GB18721
GB46694	NULL
GB46695	NULL
GB46696	GB14967
GB46697	GB15888
GB46698	NULL
GB46699	GB18332
GB46700	GB18332
GB46701	NULL
GB46702	NULL
GB46703	GB18181
GB46704	NULL
GB46705	GB10576
GB46706	NULL
GB46707	GB16268
GB46708	GB13677
GB46709	GB13677
GB46710	NULL
GB46711	NULL
GB46713	GB19247
GB46714	GB17643
GB46715	NULL
GB46716	NULL
GB46717	NULL
GB46718	NULL
GB46720	GB19918
GB46721	NULL
GB46722	NULL
GB46723	NULL
GB46724	NULL
GB46725	GB13030
GB46726	GB17145
GB46727	GB13314
GB46728	GB15704
GB46729	NULL
GB46731	GB12105
GB46732	GB11380
GB46733	GB14777
GB46734	GB12863
GB46735	GB14439
GB46736	GB10029
GB46737	GB13505
GB46738	NULL
GB46739	GB10124
GB46740	NULL
GB46741	GB17979
GB46742	GB15432
GB46743	GB18622
GB46744	GB19069
GB46745	GB20004
GB46746	GB10302
GB46747	NULL
GB46748	GB17670
GB46749	GB15116
GB46750	GB10669
GB46751	GB17050
GB46752	GB18540
GB46754	NULL
GB46755	NULL
GB46756	NULL
GB46757	NULL
GB46758	NULL
GB46759	GB16060
GB46760	NULL
GB46761	NULL
GB46762	NULL
GB46763	GB16911
GB46764	GB17675
GB46765	NULL
GB46766	GB18967
GB46767	GB12087
GB46768	GB18632
GB46769	NULL
GB46770	GB14967
GB46771	GB19813
GB46772	GB10614
GB46773	GB10364
GB46774	GB18056
GB46775	GB15204
GB46776	GB15755
GB46777	NULL
GB46778	NULL
GB46779	GB14224
GB46780	NULL
GB46781	NULL
GB46782	NULL
GB46783	GB11874
GB46784	GB18680
GB46785	GB19936
GB46786	GB12043
GB46787	GB17101
GB46788	NULL
GB46789	GB18473
GB46790	GB13618
GB46791	NULL
GB46792	NULL
GB46793	NULL
GB46794	NULL
GB46795	GB16153
GB46796	NULL
GB46797	GB14087
GB46798	GB14087
GB46800	NULL
GB46801	GB14934
GB46809	NULL
GB46810	NULL
GB46812	GB18825
GB46813	GB18825
GB46814	GB14612
GB46815	GB18403
GB46816	NULL
GB46817	GB18403
GB46818	GB19008
GB46819	NULL
GB46831	NULL
GB46832	NULL
GB46833	GB10293
GB46836	GB15493
GB46840	NULL
GB46842	NULL
GB46843	NULL
GB46844	GB16254
GB46845	GB19435
GB46846	NULL
GB46847	GB19495
GB46849	NULL
GB46850	NULL
GB46851	NULL
GB46852	NULL
GB46853	GB13698
GB46854	NULL
GB46855	NULL
GB46858	NULL
GB46859	NULL
GB46860	NULL
GB46861	NULL
GB46863	NULL
GB46864	NULL
GB46865	NULL
GB46867	NULL
GB46868	NULL
GB46869	GB15535
GB46870	GB15535
GB46871	NULL
GB46872	NULL
GB46873	NULL
GB46874	NULL
GB46875	NULL
GB46876	GB16043
GB46877	GB12129
GB46878	GB18563
GB46879	GB17534
GB46880	NULL
GB46881	NULL
GB46882	GB15355
GB46883	NULL
GB46884	NULL
GB46885	NULL
GB46886	GB19253
GB46887	GB11979
GB46888	GB19384
GB46889	GB17968
GB46890	GB12457
GB46891	NULL
GB46892	GB12457
GB46893	GB12977
GB46894	GB15804
GB46895	GB10953
GB46896	GB14210
GB46897	NULL
GB46898	GB17187
GB46899	GB16834
GB46900	GB18437
GB46902	GB16982
GB46903	GB19390
GB46904	GB11372
GB46906	NULL
GB46907	GB17510
GB46908	GB18854
GB46909	GB10168
GB46910	NULL
GB46911	GB15770
GB46912	GB18203
GB46913	NULL
GB46914	GB14145
GB46915	GB10203
GB46916	GB16810
GB46917	GB10263
GB46918	GB18699
GB46919	NULL
GB46920	GB13375
GB46921	GB15604
GB46922	GB15604
GB46923	NULL
GB46924	GB16275
GB46925	GB16275
GB46926	GB12974
GB46927	GB10738
